answer_id,snippet_no,parent_id,score,owner_id,ff_count,ff_line,ff_type,ff_severity,ff_description
446295,2,446205,18,14065,0,0,,0,
446327,1,446296,60,20984,0,0,,0,
446636,1,446589,2,54415,0,0,,0,
446678,1,445475,5,47984,0,0,,0,
446790,1,446758,0,20481,0,0,,0,
446961,1,446218,3,47733,1,29,shell system,4,This causes a new program to execute and is difficult to use safely (CWE-78).  try using a library call that implements the same functionality if available. 
446984,1,444111,0,15168,3,23,format fprintf,4,"If format strings can be influenced by an attacker, they can be exploited (CWE-134).  Use a constant for the format specification. "
447104,1,443265,1,16007,0,0,,0,
447104,2,443265,1,16007,0,0,,0,
447104,3,443265,1,16007,0,0,,0,
447104,4,443265,1,16007,0,0,,0,
447104,5,443265,1,16007,0,0,,0,
447104,6,443265,1,16007,0,0,,0,
447104,7,443265,1,16007,0,0,,0,
447104,8,443265,1,16007,0,0,,0,
447294,1,447206,11,1200,0,0,,0,
447306,1,447206,2,47984,0,0,,0,
447307,1,447206,22,1288,0,0,,0,
447314,1,447206,0,29068,0,0,,0,
447380,1,445382,3,18804,0,0,,0,
447404,1,447379,32,23283,0,0,,0,
447563,1,447543,7,2598,0,0,,0,
447606,1,447520,3,47984,0,0,,0,
447606,2,447520,3,47984,0,0,,0,
447606,3,447520,3,47984,0,0,,0,
447643,1,447543,8,37865,0,0,,0,
447649,1,446565,2,28950,0,0,,0,
447649,2,446565,2,28950,1,3,format printf,4,"If format strings can be influenced by an attacker, they can be exploited (CWE-134).  Use a constant for the format specification. "
448272,1,448258,36,22656,0,0,,0,
448353,1,362260,4,23903,0,0,,0,
448354,1,448258,1,2199,0,0,,0,
448408,1,448331,8,3458,0,0,,0,
448408,2,448331,8,3458,0,0,,0,
448408,3,448331,8,3458,0,0,,0,
448493,1,448457,2,34509,0,0,,0,
448582,1,448563,0,26227,0,0,,0,
448611,1,448563,1,48015,0,0,,0,
448763,1,448258,4,16457,0,0,,0,
448763,2,448258,4,16457,0,0,,0,
448809,1,448258,3,13552,0,0,,0,
448819,1,448258,1,34509,0,0,,0,
448857,1,448844,0,26933,0,0,,0,
448857,2,448844,0,26933,0,0,,0,
448859,1,448844,6,13430,0,0,,0,
448884,1,448563,0,44330,0,0,,0,
448980,1,448944,7,1489,0,0,,0,
448982,1,448944,40,6782,2,41,buffer read,1,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).  "
449034,1,449019,4,6782,0,0,,0,
449086,1,449019,2,39992,0,0,,0,
449086,2,449019,2,39992,0,0,,0,
449088,1,447862,2,46852,0,0,,0,
449151,1,448944,14,41661,0,0,,0,
449681,1,449436,6,4613,0,0,,0,
449749,1,449736,20,3146,0,0,,0,
449749,2,449736,20,3146,0,0,,0,
449802,1,449736,8,25824,0,0,,0,
449802,2,449736,8,25824,0,0,,0,
449823,1,449436,27,14065,0,0,,0,
449843,1,393662,2,10184,0,0,,0,
449864,1,449851,11,34824,0,0,,0,
449864,2,449851,11,34824,0,0,,0,
449869,1,449851,0,16143,0,0,,0,
449869,2,449851,0,16143,0,0,,0,
450129,1,450107,9,8831,0,0,,0,
450130,1,108183,123,55807,0,0,,0,
450293,1,423730,0,15485,0,0,,0,
450499,1,450415,0,419,0,0,,0,
450531,1,450471,2,1898,0,0,,0,
450572,1,450558,0,44743,0,0,,0,
450582,1,450558,6,47984,0,0,,0,
450672,1,450585,3,None,0,0,,0,
450684,1,450558,3,39702,0,0,,0,
450877,1,450866,0,5788,0,0,,0,
450902,1,450866,1,54811,0,0,,0,
450902,2,450866,1,54811,0,0,,0,
451015,1,450866,6,34509,0,0,,0,
451015,2,450866,6,34509,0,0,,0,
451015,3,450866,6,34509,0,0,,0,
451029,1,450866,0,44390,0,0,,0,
451029,2,450866,0,44390,0,0,,0,
451029,3,450866,0,44390,0,0,,0,
451043,1,450471,0,55842,1,54,shell system,4,This causes a new program to execute and is difficult to use safely (CWE-78).  try using a library call that implements the same functionality if available. 
451129,1,451102,4,47707,0,0,,0,
451145,1,451102,2,50447,0,0,,0,
451220,1,450832,6,4377,0,0,,0,
451259,1,451126,0,35092,0,0,,0,
451259,2,451126,0,35092,0,0,,0,
451269,1,451126,2,39992,0,0,,0,
451269,2,451126,2,39992,0,0,,0,
451269,3,451126,2,39992,0,0,,0,
451349,1,451126,-1,39992,0,0,,0,
451363,1,451126,2,3458,0,0,,0,
451386,1,451375,0,23283,0,0,,0,
451387,1,451375,10,55159,0,0,,0,
451397,1,451126,0,44390,0,0,,0,
451397,2,451126,0,44390,0,0,,0,
451468,1,451375,3,34509,0,0,,0,
451483,1,451475,2,8946,1,3,buffer strlen,1,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).  
451502,1,451475,3,10396,1,2,buffer char,2,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119:CWE-120).  Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length. "
451512,1,451475,1,1438,1,1,buffer char,2,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119:CWE-120).  Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length. "
451512,2,451475,1,1438,0,0,,0,
451553,1,451475,10,23501,3,3,buffer strlen,1,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).  
451553,2,451475,10,23501,1,1,buffer strlen,1,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).  
451614,1,451475,2,48015,0,0,,0,
451614,2,451475,2,48015,1,2,buffer strlen,1,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).  
451680,1,451475,9,2298,0,0,,0,
451680,2,451475,9,2298,0,0,,0,
451774,1,451595,2,23501,2,1,buffer strcat,2,"Does not check for buffer overflows when concatenating to destination (CWE-120).  Consider using strcat_s, strncat, or strlcat (warning, strncat is easily misused). Risk is low because the source is a constant string."
451888,1,451749,7,6320,1,13,buffer char,2,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119:CWE-120).  Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length. "
451912,1,451886,26,40310,0,0,,0,
451912,2,451886,26,40310,0,0,,0,
451912,3,451886,26,40310,0,0,,0,
451936,1,451884,16,157,0,0,,0,
451936,2,451884,16,157,0,0,,0,
451936,3,451884,16,157,0,0,,0,
451997,1,451983,12,8701,0,0,,0,
451997,2,451983,12,8701,0,0,,0,
451997,3,451983,12,8701,0,0,,0,
452189,1,451475,0,13757,3,8,buffer strlen,1,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).  
452477,1,435322,0,8701,0,0,,0,
452508,1,452435,0,1968,0,0,,0,
452595,1,445139,18,20911,0,0,,0,
452612,1,452390,1,5999,0,0,,0,
452612,2,452390,1,5999,0,0,,0,
452779,1,452771,0,18770,0,0,,0,
452787,1,452771,4,4279,0,0,,0,
452787,2,452771,4,4279,0,0,,0,
452787,3,452771,4,4279,0,0,,0,
452787,4,452771,4,4279,0,0,,0,
452789,1,452771,7,37946,0,0,,0,
452789,2,452771,7,37946,0,0,,0,
452789,3,452771,7,37946,0,0,,0,
452789,4,452771,7,37946,0,0,,0,
452838,1,452827,10,658,0,0,,0,
452956,1,451884,12,47984,0,0,,0,
452956,2,451884,12,47984,0,0,,0,
452986,1,452771,2,47984,0,0,,0,
453001,1,449827,99,53543,0,0,,0,
453050,1,450866,1,14065,0,0,,0,
453104,1,453099,14,6521,0,0,,0,
453106,1,453099,0,34824,0,0,,0,
453130,1,453107,1,19563,0,0,,0,
453130,2,453107,1,19563,0,0,,0,
453131,1,453099,28,47984,0,0,,0,
453131,2,453099,28,47984,1,1,buffer char,2,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119:CWE-120).  Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length. "
453133,1,453107,0,14860,0,0,,0,
453136,1,453099,3,55934,0,0,,0,
453171,1,427477,12,53543,0,0,,0,
453171,2,427477,12,53543,0,0,,0,
453210,1,440133,5,27601,0,0,,0,
453270,1,452771,0,26981,0,0,,0,
453327,1,452498,1,34509,0,0,,0,
453387,1,453372,53,34509,0,0,,0,
453466,1,453432,16,48015,1,4,buffer memcpy,2,Does not check for buffer overflows when copying to destination (CWE-120).  Make sure destination can always hold the source data. 
453466,2,453432,16,48015,1,2,buffer memcpy,2,Does not check for buffer overflows when copying to destination (CWE-120).  Make sure destination can always hold the source data. 
453486,1,285482,0,12058,0,0,,0,
453556,1,453407,1,55934,0,0,,0,
453595,1,453407,5,49942,0,0,,0,
453616,1,453432,3,23501,1,8,buffer char,2,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119:CWE-120).  Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length. "
453648,1,453640,1,14356,1,1,buffer read,1,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).  "
453732,1,453696,0,50049,0,0,,0,
453732,2,453696,0,50049,0,0,,0,
453736,1,453696,9,15168,2,4,buffer strncpy,1,Easily used incorrectly; doesn't always \0-terminate or check for invalid pointers (CWE-120).  Risk is low because the source is a constant string.
453736,2,453696,9,15168,1,3,buffer char,2,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119:CWE-120).  Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length. "
453741,1,453696,25,3153,2,4,buffer strcpy,2,"Does not check for buffer overflows when copying to destination (CWE-120).  Consider using strcpy_s, strncpy, or strlcpy (warning, strncpy is easily misused). Risk is low because the source is a constant string."
453741,2,453696,25,3153,0,0,,0,
453748,1,453696,6,8446,2,4,buffer sprintf,2,"Does not check for buffer overflows (CWE-120).  Use sprintf_s, snprintf, or vsnprintf. Risk is low because the source has a constant maximum length."
453748,2,453696,6,8446,0,0,,0,
453847,1,441757,4,50385,0,0,,0,
453847,2,441757,4,50385,0,0,,0,
453847,3,441757,4,50385,0,0,,0,
453990,1,453407,1,34509,0,0,,0,
454010,1,453738,28,2822,0,0,,0,
454052,1,452771,3,34509,0,0,,0,
454392,1,454316,0,1042,0,0,,0,
454604,1,451126,0,34509,0,0,,0,
454604,2,451126,0,34509,0,0,,0,
454604,3,451126,0,34509,0,0,,0,
454958,1,454811,2,50388,0,0,,0,
455137,1,453432,3,6345,0,0,,0,
455257,1,455251,11,3153,0,0,,0,
455257,2,455251,11,3153,0,0,,0,
455356,1,455346,17,4540,0,0,,0,
455356,2,455346,17,4540,0,0,,0,
455362,1,455346,11,48015,0,0,,0,
455458,1,455434,8,42136,1,13,buffer char,2,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119:CWE-120).  Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length. "
455487,1,455483,11,33708,0,0,,0,
455510,1,455483,23,34509,0,0,,0,
455510,2,455483,23,34509,0,0,,0,
455510,3,455483,23,34509,0,0,,0,
455522,1,428013,0,None,0,0,,0,
455522,2,428013,0,None,0,0,,0,
455533,1,455434,106,811,0,0,,0,
455533,2,455434,106,811,0,0,,0,
455535,1,455518,82,34509,0,0,,0,
455535,2,455518,82,34509,0,0,,0,
455535,3,455518,82,34509,0,0,,0,
455535,4,455518,82,34509,0,0,,0,
455535,5,455518,82,34509,0,0,,0,
455535,6,455518,82,34509,0,0,,0,
455535,7,455518,82,34509,0,0,,0,
455535,8,455518,82,34509,0,0,,0,
455535,9,455518,82,34509,0,0,,0,
455539,1,455518,16,23283,0,0,,0,
455539,2,455518,16,23283,0,0,,0,
455545,1,455346,5,15168,0,0,,0,
455545,2,455346,5,15168,0,0,,0,
455779,1,444356,2,6610,0,0,,0,
455779,2,444356,2,6610,0,0,,0,
455779,3,444356,2,6610,0,0,,0,
455920,1,455904,9,46329,0,0,,0,
455937,1,455904,4,41661,0,0,,0,
455937,2,455904,4,41661,2,1,buffer getenv,3,"Environment variables are untrustable input if they can be set by an attacker.  They can have any content and length, and the same variable can be set more than once (CWE-807, CWE-20).  Check environment variables carefully before using them. "
455970,1,455960,31,51831,0,0,,0,
455971,1,455960,5,23283,0,0,,0,
456090,1,455960,1,18687,0,0,,0,
456184,1,455904,14,34509,0,0,,0,
456184,2,455904,14,34509,0,0,,0,
456184,3,455904,14,34509,0,0,,0,
456192,1,455960,1,7734,0,0,,0,
456240,1,455960,1,48015,1,20,format printf,4,"If format strings can be influenced by an attacker, they can be exploited (CWE-134).  Use a constant for the format specification. "
456240,2,455960,1,48015,0,0,,0,
456240,3,455960,1,48015,0,0,,0,
456305,1,456303,-1,36384,0,0,,0,
456309,1,456303,0,42303,0,0,,0,
456314,1,456303,5,34509,0,0,,0,
456314,2,456303,5,34509,0,0,,0,
456339,1,456310,65,34509,0,0,,0,
456390,1,456357,2,56338,0,0,,0,
456390,2,456357,2,56338,0,0,,0,
456570,1,456557,4,56338,0,0,,0,
456630,1,130117,4,40620,0,0,,0,
456632,1,456588,2,56338,0,0,,0,
456632,2,456588,2,56338,0,0,,0,
456718,1,456707,0,42475,0,0,,0,
456719,1,451126,0,35092,0,0,,0,
456719,2,451126,0,35092,0,0,,0,
456736,1,456722,6,42303,0,0,,0,
456736,2,456722,6,42303,0,0,,0,
456773,1,75538,19,12652,0,0,,0,
456773,2,75538,19,12652,0,0,,0,
456787,1,75538,8,34537,0,0,,0,
456787,2,75538,8,34537,0,0,,0,
456788,1,456303,1,28494,0,0,,0,
456795,1,456722,2,33686,0,0,,0,
456795,2,456722,2,33686,0,0,,0,
456811,1,456786,6,22656,0,0,,0,
456819,1,456786,4,16673,0,0,,0,
456943,1,456926,3,53771,1,10,buffer getchar,1,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).  "
456968,1,456873,0,51831,0,0,,0,
457016,1,456873,2,54574,0,0,,0,
457016,2,456873,2,54574,0,0,,0,
457028,1,456873,4,19100,0,0,,0,
457051,1,457040,2,6482,0,0,,0,
457072,1,457050,0,6909,0,0,,0,
457085,1,457050,1,48003,0,0,,0,
457099,1,456884,15,17160,0,0,,0,
457099,2,456884,15,17160,0,0,,0,
457245,1,457225,1,28591,0,0,,0,
457432,1,457050,6,486,0,0,,0,
457452,1,457040,0,2260,0,0,,0,
457661,1,457609,18,34509,0,0,,0,
457661,2,457609,18,34509,0,0,,0,
457661,3,457609,18,34509,0,0,,0,
457661,4,457609,18,34509,0,0,,0,
457661,5,457609,18,34509,0,0,,0,
457742,1,457719,5,34509,0,0,,0,
457746,1,457719,1,23283,0,0,,0,
457776,1,457719,0,6610,0,0,,0,
457776,2,457719,0,6610,0,0,,0,
457776,3,457719,0,6610,0,0,,0,
457776,4,457719,0,6610,0,0,,0,
457899,1,457577,4,54536,0,0,,0,
457930,1,457896,11,18797,0,0,,0,
457930,2,457896,11,18797,0,0,,0,
457930,3,457896,11,18797,0,0,,0,
457930,4,457896,11,18797,0,0,,0,
457930,5,457896,11,18797,0,0,,0,
458150,1,458121,7,49942,0,0,,0,
458183,1,457225,1,17034,0,0,,0,
458195,1,458121,-1,50526,0,0,,0,
458195,2,458121,-1,50526,0,0,,0,
458195,3,458121,-1,50526,0,0,,0,
458451,1,457896,3,20984,0,0,,0,
458451,2,457896,3,20984,0,0,,0,
458451,3,457896,3,20984,0,0,,0,
458457,1,458060,3,44330,0,0,,0,
458457,2,458060,3,44330,0,0,,0,
458457,3,458060,3,44330,0,0,,0,
458488,1,458476,67,5957,0,0,,0,
458611,1,458525,16,13430,0,0,,0,
458611,2,458525,16,13430,0,0,,0,
458611,3,458525,16,13430,0,0,,0,
458611,4,458525,16,13430,0,0,,0,
458611,5,458525,16,13430,0,0,,0,
458620,1,458525,0,19100,0,0,,0,
458689,1,458476,47,10077,0,0,,0,
458893,1,458795,4,4304,0,0,,0,
459097,1,453776,2,13051,0,0,,0,
459143,1,457040,1,10136,0,0,,0,
459143,2,457040,1,10136,0,0,,0,
459143,3,457040,1,10136,0,0,,0,
459143,4,457040,1,10136,0,0,,0,
459143,5,457040,1,10136,0,0,,0,
459395,1,459386,3,34509,0,0,,0,
459395,2,459386,3,34509,0,0,,0,
459395,3,459386,3,34509,0,0,,0,
459395,4,459386,3,34509,0,0,,0,
459395,5,459386,3,34509,0,0,,0,
459413,1,459386,7,21950,0,0,,0,
459421,1,459414,8,8831,0,0,,0,
459421,2,459414,8,8831,0,0,,0,
459432,1,459386,0,1968,0,0,,0,
459436,1,459386,3,31486,1,4,buffer char,2,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119:CWE-120).  Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length. "
459436,2,459386,3,31486,0,0,,0,
459455,1,453769,17,54815,0,0,,0,
459527,1,459107,0,21981,0,0,,0,
459527,2,459107,0,21981,0,0,,0,
459527,3,459107,0,21981,0,0,,0,
459529,1,459503,0,49942,0,0,,0,
459545,1,459503,2,51831,0,0,,0,
459551,1,459503,4,13820,0,0,,0,
459704,1,459691,96,49485,0,0,,0,
459727,1,459649,2,34509,0,0,,0,
459727,2,459649,2,34509,0,0,,0,
459761,1,459744,1,1977,2,2,misc fopen,2,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).  "
459780,1,458060,1,24937,0,0,,0,
459789,1,459751,1,10320,0,0,,0,
459789,2,459751,1,10320,0,0,,0,
459798,1,459649,2,1737192,0,0,,0,
459798,2,459649,2,1737192,0,0,,0,
459798,3,459649,2,1737192,0,0,,0,
459806,1,459743,0,53139,0,0,,0,
459813,1,459649,1,21714,0,0,,0,
459854,1,459691,17,116,0,0,,0,
459868,1,459503,5,1674,0,0,,0,
460089,1,459743,4,56938,0,0,,0,
460298,1,460281,9,112,0,0,,0,
460298,2,460281,9,112,0,0,,0,
460298,3,460281,9,112,0,0,,0,
460334,1,460281,1,47707,0,0,,0,
460367,1,460281,1,56954,0,0,,0,
460367,2,460281,1,56954,0,0,,0,
460367,3,460281,1,56954,0,0,,0,
460367,4,460281,1,56954,0,0,,0,
460453,1,457020,2,14065,0,0,,0,
460458,1,457577,3,14065,0,0,,0,
460506,1,455687,37,2095,0,0,,0,
460642,1,460613,0,31762,0,0,,0,
460643,1,460613,3,50447,0,0,,0,
460650,1,460613,8,2095,0,0,,0,
460655,1,459744,3,15934,0,0,,0,
460664,1,460613,0,38966,0,0,,0,
460801,1,460281,0,19100,0,0,,0,
460801,2,460281,0,19100,0,0,,0,
460897,1,460847,11,6258,0,0,,0,
460897,2,460847,11,6258,0,0,,0,
460996,1,460980,3,42475,1,2,misc LoadLibrary,3,"Ensure that the full path to the library is specified, or current directory may be used (CWE-829, CWE-20).  Use registry entry or GetWindowsDirectory to find library path, if you aren't already. "
461094,1,460809,1,1898,0,0,,0,
461107,1,461093,9,40310,0,0,,0,
461190,1,461062,10,20984,0,0,,0,
461224,1,461203,911,20984,0,0,,0,
461224,2,461203,911,20984,0,0,,0,
461243,1,461236,8,33708,0,0,,0,
461248,1,461236,7,16035,0,0,,0,
461248,2,461236,7,16035,0,0,,0,
461250,1,461236,4,21097,0,0,,0,
461292,1,460583,3,20984,0,0,,0,
461292,2,460583,3,20984,0,0,,0,
461446,1,450106,1,24937,1,1,buffer read,1,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).  "
461447,1,460980,10,48003,0,0,,0,
461462,1,461449,5,6782,0,0,,0,
461462,2,461449,5,6782,0,0,,0,
461522,1,461236,2,11401,0,0,,0,
461548,1,461535,5,18393,0,0,,0,
461563,1,461535,3,34880,0,0,,0,
461573,1,461335,4,477612,1,16,shell execl,4,This causes a new program to execute and is difficult to use safely (CWE-78).  try using a library call that implements the same functionality if available. 
461628,1,461507,0,4086,0,0,,0,
461855,1,461449,20,10559,0,0,,0,
461855,2,461449,20,10559,0,0,,0,
461908,1,461507,1,46821,0,0,,0,
462190,1,462180,3,50773,0,0,,0,
462203,1,462165,139,34509,0,0,,0,
462411,1,462122,2,56338,0,0,,0,
462690,1,462580,15,9611,0,0,,0,
462739,1,462180,15,14153,0,0,,0,
462739,2,462180,15,14153,0,0,,0,
462739,3,462180,15,14153,0,0,,0,
462739,4,462180,15,14153,0,0,,0,
462756,1,364985,10,5819,0,0,,0,
462756,2,364985,10,5819,0,0,,0,
462795,1,451102,2,56806,0,0,,0,
462914,1,462843,2,53252,0,0,,0,
462916,1,462843,1,18771,0,0,,0,
462916,2,462843,1,18771,0,0,,0,
463058,1,462580,0,57242,0,0,,0,
463160,1,463155,1,54680,0,0,,0,
463161,1,463155,25,15614,0,0,,0,
463162,1,463155,4,54650,0,0,,0,
463163,1,463155,5,49048,0,0,,0,
463167,1,463155,9,1968,0,0,,0,
463182,1,463155,14,32771,0,0,,0,
463182,2,463155,14,32771,0,0,,0,
463203,1,463155,2,2047,0,0,,0,
463339,1,462843,16,20938,0,0,,0,
463339,2,462843,16,20938,0,0,,0,
463339,3,462843,16,20938,0,0,,0,
463490,1,463240,3,34509,0,0,,0,
463517,1,463493,11,14860,0,0,,0,
463517,2,463493,11,14860,0,0,,0,
463789,1,428013,0,4279,0,0,,0,
464159,1,464143,2,27727,0,0,,0,
464165,1,464143,6,34509,0,0,,0,
464225,1,461236,2,34509,0,0,,0,
464225,2,461236,2,34509,0,0,,0,
464502,1,461918,3,15622,0,0,,0,
464581,1,464560,19,53771,0,0,,0,
464581,2,464560,19,53771,0,0,,0,
464581,3,464560,19,53771,0,0,,0,
464713,1,464560,3,455552,0,0,,0,
464713,2,464560,3,455552,0,0,,0,
464757,1,464560,0,15667,0,0,,0,
464796,1,464788,2,13051,0,0,,0,
464917,1,461773,1,7532,0,0,,0,
465239,1,464560,9,14065,1,19,buffer read,1,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).  "
465239,2,464560,9,14065,3,3,shell system,4,This causes a new program to execute and is difficult to use safely (CWE-78).  try using a library call that implements the same functionality if available. 
465239,3,464560,9,14065,0,0,,0,
465239,4,464560,9,14065,0,0,,0,
465594,1,465517,8,20984,0,0,,0,
465594,2,465517,8,20984,0,0,,0,
465715,1,465660,1,40756,0,0,,0,
465717,1,465660,4,48015,1,3,buffer memcpy,2,Does not check for buffer overflows when copying to destination (CWE-120).  Make sure destination can always hold the source data. 
465733,1,428013,1,4279,0,0,,0,
466060,1,466041,10,8701,1,8,buffer fgetc,1,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).  "
466060,2,466041,10,8701,1,23,buffer fgetc,1,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).  "
466066,1,466041,2,56546,0,0,,0,
466099,1,466041,1,13834,0,0,,0,
466099,2,466041,1,13834,0,0,,0,
466099,3,466041,1,13834,0,0,,0,
466246,1,466143,8,6403,0,0,,0,
466256,1,466204,49,6521,0,0,,0,
466278,1,466204,33,8701,0,0,,0,
466283,1,466204,-1,51560,0,0,,0,
466389,1,466377,11,9530,3,14,buffer strncpy,1,Easily used incorrectly; doesn't always \0-terminate or check for invalid pointers (CWE-120).  
466389,2,466377,11,9530,1,18,buffer char,2,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119:CWE-120).  Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length. "
466392,1,466204,4,31486,0,0,,0,
466452,1,466377,13,13894,0,0,,0,
466509,1,466488,2,893,0,0,,0,
466509,2,466488,2,893,0,0,,0,
466509,3,466488,2,893,0,0,,0,
466531,1,466488,2,34509,0,0,,0,
466541,1,463155,1,33114,0,0,,0,
466541,2,463155,1,33114,0,0,,0,
466546,1,466488,0,54706,2,4,buffer char,2,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119:CWE-120).  Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length. "
466556,1,466488,0,449902,0,0,,0,
466569,1,466488,0,20003,0,0,,0,
466569,2,466488,0,20003,0,0,,0,
466592,1,466568,4,54591,0,0,,0,
466602,1,466568,12,23501,0,0,,0,
466686,1,466568,1,39992,0,0,,0,
466686,2,466568,1,39992,0,0,,0,
466744,1,463155,1,44523,0,0,,0,
466744,2,463155,1,44523,0,0,,0,
466810,1,466568,5,8701,0,0,,0,
466844,1,466568,2,57673,0,0,,0,
466906,1,466827,2,29068,0,0,,0,
467204,1,464560,0,48659,0,0,,0,
467316,1,466802,3,10077,0,0,,0,
467352,1,467300,7,44330,0,0,,0,
467363,1,466802,3,33732,0,0,,0,
467384,1,467335,14,34509,0,0,,0,
467384,2,467335,14,34509,0,0,,0,
467384,3,467335,14,34509,0,0,,0,
467459,1,467396,1,26699,0,0,,0,
467459,2,467396,1,26699,1,1,buffer read,1,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).  "
467676,1,467649,0,39992,0,0,,0,
467718,1,467649,2,56338,0,0,,0,
467830,1,467815,43,34509,0,0,,0,
467830,2,467815,43,34509,0,0,,0,
467860,1,467851,15,28776,0,0,,0,
467876,1,467851,8,56338,0,0,,0,
467910,1,467899,6,893,0,0,,0,
467966,1,467899,5,10431,0,0,,0,
467966,2,467899,5,10431,0,0,,0,
467966,3,467899,5,10431,0,0,,0,
468107,1,468090,3,23501,0,0,,0,
468107,2,468090,3,23501,0,0,,0,
468180,1,468134,2,19302,0,0,,0,
468205,1,455518,10,48659,0,0,,0,
468205,2,455518,10,48659,0,0,,0,
468205,3,455518,10,48659,0,0,,0,
468214,1,468134,2,56338,0,0,,0,
468251,1,468090,0,56349,0,0,,0,
468268,1,468262,6,34509,0,0,,0,
468268,2,468262,6,34509,0,0,,0,
468505,1,468262,3,31116,0,0,,0,
468636,1,468611,0,11898,0,0,,0,
468647,1,468611,4,40047,0,0,,0,
468650,1,468611,0,24054,0,0,,0,
468650,2,468611,0,24054,0,0,,0,
468656,1,468611,2,48015,0,0,,0,
468656,2,468611,2,48015,0,0,,0,
468656,3,468611,2,48015,0,0,,0,
468656,4,468611,2,48015,0,0,,0,
468656,5,468611,2,48015,0,0,,0,
468806,1,468611,3,14065,0,0,,0,
468806,2,468611,3,14065,1,10,race access,4,"This usually indicates a security flaw.  If an attacker can change anything along the path between the call to access() and the file's actual use (e.g., by moving files), the attacker can exploit the race condition (CWE-362/CWE-367).  Set up the correct permissions (e.g., using setuid()) and try to open the file directly. "
468806,3,468611,3,14065,0,0,,0,
468806,4,468611,3,14065,0,0,,0,
468981,1,468956,8,2298,0,0,,0,
469035,1,468944,-1,18167,0,0,,0,
469095,1,468956,2,40620,0,0,,0,
469108,1,468956,1,39702,0,0,,0,
469535,1,469477,1,25418,0,0,,0,
469535,2,469477,1,25418,0,0,,0,
469552,1,469477,7,52986,0,0,,0,
469603,1,469477,6,56761,0,0,,0,
469603,2,469477,6,56761,0,0,,0,
469632,1,469508,5,46418,0,0,,0,
469653,1,469597,10,49942,0,0,,0,
469653,2,469597,10,49942,0,0,,0,
469672,1,469401,0,15416,0,0,,0,
469821,1,469477,0,41363,0,0,,0,
469836,1,469401,1,8701,0,0,,0,
469836,2,469401,1,8701,0,0,,0,
469881,1,469849,6,510,0,0,,0,
469881,2,469849,6,510,0,0,,0,
469920,1,469892,4,21196,0,0,,0,
470282,1,469849,3,24142,0,0,,0,
470347,1,469892,0,15529,0,0,,0,
470347,2,469892,0,15529,0,0,,0,
470347,3,469892,0,15529,0,0,,0,
470347,4,469892,0,15529,0,0,,0,
470413,1,470388,-3,6210,0,0,,0,
470451,1,469892,5,34509,0,0,,0,
470451,2,469892,5,34509,0,0,,0,
